id,job_type,label,unit,metier_propose,nature_prix_proposee,multiplicateur_couches_applicable,gamme_proposee,niveau_doute,notes_auto,price_min_unit_ht,price_max_unit_ht,fixed_min_ht,fixed_max_ht,variability_ratio,confidence,sample_size,notes,commentaire_julien
291,prise_tv,Ajout prise TV,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),51,119,0,0,,null,0,null,
12,borne_recharge_irve,Borne de recharge électrique IRVE,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,900,2200,,null,0,RGE,
827,borne_recharge_vehicule,Borne de recharge véhicule électrique (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,800,2500,0,0,,null,0,Hors renforcement coupure,
830,cablage_reseau_ethernet,Câblage réseau ethernet (fourni+posé),ml,electricite,fourniture_pose,false,—,auto,,12,35,0,0,,null,0,Base,
628,coffret_gtl_pose,Coffret GTL gaine technique logement,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,150,480,,null,0,Base,
294,eclairage_exterieur,Éclairage extérieur (point),unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),72,168,0,0,,null,0,null,
825,eclairage_led_encastré,Éclairage LED encastré plafond (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,80,220,0,0,,null,0,Base,
292,tableau_elec_extension,Extension tableau (modules),mod,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),30,80,0,0,,null,0,Par module,
624,installation_elec_t2,Installation électrique complète T2,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,3000,9000,,null,0,Base,
625,installation_elec_t3,Installation électrique complète T3,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,4500,13000,,null,0,Base,
626,installation_elec_t4_t5,Installation électrique complète T4/T5,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,6000,17000,,null,0,Base,
833,installation_interphone,Installation interphone / visiophone (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,300,1200,0,0,,null,0,Base,
630,bande_led_installation,Installation ruban LED encastré (hors fourniture),ml,electricite,pose_seule,false,—,auto,,12,42,0,0,,null,0,Base,
826,interrupteur_variateur_pose,Interrupteur / variateur (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,40,110,0,0,,null,0,Base,
922,differentiel_disjoncteur_lot,Lot différentiel 30 mA + disjoncteur sur tableau,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,100,280,,null,0,Fourniture et pose différentiel 30mA + disjoncteur sur tableau électrique existant,
112,mise_a_la_terre,Mise à la terre (complément),forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,1300,,null,0,Selon accessibilité,
293,mise_aux_normes_elec,Mise aux normes électrique (petit logement),forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1430,2970,,null,0,Diagnostic préalable,
823,mise_aux_normes_elec_logement,Mise aux normes électrique logement (complet),unite,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),4000,15000,0,0,,null,0,F3/F4 80 m²,
627,mise_conformite_elec,Mise en conformité électrique complète,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1200,4200,,null,0,Base,
430,pose_spots_sdb_pack,Pack spots SDB (pose),forfait,electricite,pose_seule,false,—,auto,,0,0,228,473,,null,0,Estimation,
107,luminaire,Point lumineux,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),70,200,0,0,,null,0,null,
368,pose_spots_x10_chantier_difficile,Pose 10 spots encastrés (MO) (chantier difficile),forfait,electricite,pose_seule,false,variante_complexite,auto,,0,0,549,1141,,null,0,Estimation,
366,pose_spots_x10_complexe,Pose 10 spots encastrés (MO) (complexe),forfait,electricite,pose_seule,false,variante_complexite,auto,,0,0,528,1097,,null,0,Estimation,
365,pose_spots_x10_standard,Pose 10 spots encastrés (MO) (standard),forfait,electricite,pose_seule,false,standard,auto,,0,0,422,878,,null,0,Estimation,
367,pose_spots_x10_urgence,Pose 10 spots encastrés (MO) (urgence),forfait,electricite,pose_seule,false,variante_complexite,auto,,0,0,570,1185,,null,0,Estimation,
429,pose_borne_recharge_mo,Pose borne recharge (MO),forfait,electricite,pose_seule,false,—,auto,,0,0,422,878,,null,0,Estimation,
721,detecteur_co_monoxyde,Pose détecteur CO monoxyde (hors fourniture),unité,electricite,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
632,detecteur_fumee_pose,Pose détecteurs fumée interconnectés,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,120,480,,null,0,Par pièce inclus,
623,eclairage_exterieur_pose,Pose éclairage extérieur (hors fourniture),unité,electricite,pose_seule,false,—,auto,,120,400,0,0,,null,0,Base,
91,interphone_pose,Pose interphone/visiophone,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,1100,,null,0,Câblage variable,
93,interrupteur_pose,Pose interrupteur,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,90,0,0,,null,0,Base,
69,eclairage_pose,Pose luminaire simple (plafonnier/applique),unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),60,160,0,0,,null,0,Base,
629,parafoudre_pose,Pose parafoudre tableau électrique,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),180,520,0,0,,null,0,Base,
189,prise_pose,Pose prise électrique,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),45,110,0,0,,null,0,Base,
633,prise_rj45_pose,Pose prise RJ45 / réseau informatique,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,125,0,0,,null,0,Base,
181,pose_ruban_led,Pose ruban LED (pose),ml,electricite,pose_seule,false,—,auto,,8,40,0,0,,null,0,Hors alimentation,
185,pose_spot_encastre,Pose spot encastré,unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,140,0,0,,null,0,Hors perçage complexe,
218,thermostat_pose,Pose thermostat (MO),unité,electricite,pose_seule,false,—,auto,,80,280,0,0,,null,0,Filaire ou radio,
615,thermostat_connecte_pose,Pose thermostat connecté (hors fourniture),unité,electricite,pose_seule,false,—,auto,,80,290,0,0,,null,0,Base,
13,bornes_recharge_wallbox,Pose wallbox (MO),forfait,electricite,pose_seule,false,—,auto,,0,0,450,1800,,null,0,Hors matériel/longueurs,
824,prise_rj45_cat6,Prise RJ45 Cat 6 (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,40,110,0,0,,null,0,Base,
211,tableau_elec,Remplacement tableau,forfait,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,600,2000,,null,0,null,
212,tableau_electrique_remplacement,Remplacement tableau électrique (hors fourniture),forfait,electricite,pose_seule,false,—,auto,,0,0,650,1400,,null,0,Base,
72,electricite_saignes,Saignées / rebouchage (élec),ml,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),6,28,0,0,,null,0,Murs durs = plus cher,
822,tableau_electrique_neuf,Tableau électrique neuf (fourni+posé),unite,electricite,fourniture_pose,false,—,auto,,600,2000,0,0,,null,0,Jusqu'à 12 circuits,
219,tirage_ligne,Tirage ligne dédiée (four/LL),unité,electricite,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),90,320,0,0,,null,0,Tableau accessible,
295,interphone_video,Visiophone (pose),forfait,electricite,pose_seule,false,—,auto,,0,0,270,630,,null,0,Hors matériel,
831,alarme_intrusion_installation,Alarme intrusion (fourni+posé),unite,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite,1200,4000,0,0,,null,0,Hors abonnement télésurveillance,
426,pose_alarme_maison,Alarme maison (pose),forfait,electricite,pose_seule,false,—,conflit,conflit avec : domotique_securite,0,0,292,608,,null,0,Estimation,
427,pose_camera_surveillance,Caméra surveillance (pose),unité,electricite,pose_seule,false,—,conflit,conflit avec : domotique_securite,117,243,0,0,,null,0,Estimation,
829,domotique_prise_commandee,Domotique — prise commandée (fourni+posé),unite,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite,60,200,0,0,,null,0,Base,
972,domotique_maison_complete,"Domotique maison complète (>4 pièces, multi-protocoles)",forfait,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,4500,14000,,null,0,Box principale + sous-stations. Hors gros œuvre.,
971,domotique_studio_appartement,Domotique studio/appartement (1-3 pièces équipées),forfait,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1500,4500,,null,0,Box + 5-10 équipements. Hors gros câblage.,
71,electricien,Électricien taux horaire,heure,electricite,fourniture_pose,false,—,conflit,conflit avec : prestations_intellectuelles | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,95,0,0,,null,0,null,
769,miroir_sdb_eclairage,Miroir SDB avec éclairage LED (fourni+posé),unite,electricite,fourniture_pose,false,—,conflit,conflit avec : petits_ouvrages_divers,200,700,0,0,,null,0,Base,
428,pose_domotique_pack,Pack domotique (pose),forfait,electricite,pose_seule,false,—,conflit,conflit avec : domotique_securite,0,0,358,742,,null,0,Estimation,
631,domotique_centrale_pose,Pose centrale domotique (hors fourniture),forfait,electricite,pose_seule,false,—,conflit,conflit avec : domotique_securite,0,0,3000,13000,,null,0,Base,
622,interphone_video_pose,Pose interphone vidéo (hors fourniture),forfait,electricite,pose_seule,false,—,conflit,conflit avec : domotique_securite,0,0,250,980,,null,0,Base,
620,alarme_intrusion_filaire,Système alarme intrusion filaire (fourni+posé),forfait,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite,0,0,1400,4800,,null,0,Base,
619,alarme_intrusion_sans_fil,Système alarme intrusion sans fil (fourni+posé),forfait,electricite,fourniture_pose,false,—,conflit,conflit avec : domotique_securite,0,0,900,3100,,null,0,Base,
967,cuve_eau_pluie_aerienne,Cuve récupération eau de pluie aérienne 1000-3000L,forfait,energie_environnement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,400,1800,,null,0,"Pose simple, hors collecte gouttières.",
966,cuve_eau_pluie_enterree,Cuve récupération eau de pluie enterrée 5000-10000L,forfait,energie_environnement,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,3500,8000,,null,0,Inclut terrassement + pose. Hors filtration usage intérieur.,
718,amenagement_sous_sol,Aménagement sous-sol existant,m2,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),600,1900,0,0,,null,0,Surface créée,
204,sdb_creation,Création salle de bain (MO globale),forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,2500,12000,,null,0,"Hors fourniture, très variable",
479,renovation_complete_120m2,Rénovation complète 120m² (MO),forfait,forfait_renovation_globale,pose_seule,false,—,auto,,0,0,27300,56700,,null,0,Tous corps d'état,
477,renovation_complete_50m2,Rénovation complète 50m² (MO),forfait,forfait_renovation_globale,pose_seule,false,—,auto,,0,0,11700,24300,,null,0,Tous corps d'état,
478,renovation_complete_80m2,Rénovation complète 80m² (MO),forfait,forfait_renovation_globale,pose_seule,false,—,auto,,0,0,18200,37800,,null,0,Tous corps d'état,
905,renovation_complete_f2,Rénovation complète F2 ≤50 m²,m2,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),500,1500,0,0,,null,0,Hors cuisine+SDB,
906,renovation_complete_f3,Rénovation complète F3 ≤80 m²,m2,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),450,1400,0,0,,null,0,Hors cuisine+SDB,
907,renovation_complete_maison,Rénovation complète maison ≤120 m²,m2,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),400,1300,0,0,,null,0,Hors cuisine+SDB,
709,renovation_complete_studio,Rénovation complète studio 25-35 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,15000,42000,,null,0,Hors fourniture mobilier,
710,renovation_complete_t2,Rénovation complète T2 50-60 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,26000,68000,,null,0,Hors fourniture mobilier,
711,renovation_complete_t3,Rénovation complète T3 70-90 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,42000,110000,,null,0,Hors fourniture mobilier,
712,renovation_complete_t4,Rénovation complète T4 100-120 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,62000,160000,,null,0,Hors fourniture mobilier,
713,renovation_energetique_globale,Rénovation énergétique globale maison,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,30000,110000,,null,0,ITE+PAC+VMC+Fenêtres,
328,renovation_salle_de_bain_chantier_difficile,Rénovation salle de bain (chantier difficile),forfait,forfait_renovation_globale,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,5070,11830,,null,0,Estimation,
326,renovation_salle_de_bain_complexe,Rénovation salle de bain (complexe),forfait,forfait_renovation_globale,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,4875,11375,,null,0,Estimation,
325,renovation_salle_de_bain_standard,Rénovation salle de bain (standard),forfait,forfait_renovation_globale,fourniture_pose,false,standard,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,3900,9100,,null,0,Estimation,
327,renovation_salle_de_bain_urgence,Rénovation salle de bain (urgence),forfait,forfait_renovation_globale,fourniture_pose,false,variante_complexite,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,5265,12285,,null,0,Estimation,
563,sdb_renovation_petite,Rénovation SDB complète < 5 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,6000,17000,,null,0,Hors fourniture,
564,sdb_renovation_grande,Rénovation SDB complète > 8 m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,10000,30000,,null,0,Hors fourniture,
717,surelevation_maison,Surélévation maison,m2,forfait_renovation_globale,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),1200,3800,0,0,,null,0,Surface créée,
714,amenagement_combles_habitables,Aménagement combles perdus → habitables,m2,forfait_renovation_globale,fourniture_pose,false,—,conflit,conflit avec : charpente_bois | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),600,1900,0,0,,null,0,Surface créée,
911,creation_piece_supplementaire,Création pièce supplémentaire (cloison+porte),unite,forfait_renovation_globale,fourniture_pose,false,—,conflit,"conflit avec : menuiserie_vitrages, maconnerie_structure, placo_isolation | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer)",1200,5000,0,0,,null,0,Base,
716,extension_maconnerie_trad,Extension maçonnerie traditionnelle,m2,forfait_renovation_globale,fourniture_pose,false,—,conflit,conflit avec : maconnerie_structure | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),1000,2900,0,0,,null,0,Surface créée,
715,extension_ossature_bois,Extension ossature bois,m2,forfait_renovation_globale,fourniture_pose,false,—,conflit,"conflit avec : maconnerie_structure, charpente_bois | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer)",1200,3400,0,0,,null,0,Surface créée,
271,renovation_elec_complete_80m2,Rénovation électricité complète 80m²,forfait,forfait_renovation_globale,fourniture_pose,false,—,conflit,conflit avec : electricite | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,4225,8775,,null,0,Tableau+circuits,
272,renovation_plomberie_sdb,Rénovation plomberie SDB (pose),forfait,forfait_renovation_globale,pose_seule,false,—,conflit,conflit avec : plomberie_sanitaires,0,0,1170,2430,,null,0,Hors fournitures,
915,benne_dechets_chantier,Benne à déchets chantier,unite,logistique_chantier,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),250,750,0,0,,null,0,10 m³,
10,benne,Benne gravats,forfait,logistique_chantier,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,900,,null,0,null,
914,echafaudage_location,Échafaudage location + montage/démontage,m2,logistique_chantier,non_applicable,false,—,auto,,15,45,0,0,,null,0,Par m² de façade,
43,deplacement,Frais de déplacement,forfait,logistique_chantier,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,40,120,,null,0,Base,
720,nacelle_location_journee,Location nacelle / plateforme (journée),forfait,logistique_chantier,non_applicable,false,—,auto,,0,0,350,1150,,null,0,Hors transport,
116,nettoyage_fin_chantier,Nettoyage fin de chantier,m2,logistique_chantier,non_applicable,false,—,auto,,2,8,0,0,,null,0,Après travaux,
719,nettoyage_chantier_pro,Nettoyage fin de chantier professionnel,m2,logistique_chantier,non_applicable,false,—,auto,,3,14,0,0,,null,0,Base,
190,protection_chantier,Protection chantier,forfait,logistique_chantier,non_applicable,false,—,auto,,0,0,80,300,,null,0,null,
543,echafaudage_facade,Échafaudage façade (location + montage),m2,logistique_chantier,non_applicable,false,—,conflit,conflit avec : facade_ravalement,5,16,0,0,,null,0,Surface façade,
268,nettoyage_facade,Nettoyage façade,m2,logistique_chantier,non_applicable,false,—,conflit,conflit avec : facade_ravalement,9,27,0,0,,null,0,Hydrogommage possible,
757,agglo_beton_moellon,Agglo béton / moellon (fourni+posé),m3,maconnerie_structure,fourniture_pose,false,—,auto,,200,420,0,0,,null,0,Base,
19,chape,Chape,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),18,65,0,0,,null,0,null,
544,mur_parpaing_20_construction,Construction mur parpaing 20 cm (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,55,128,0,0,,null,0,Base,
32,creation_muret,Création muret,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),60,200,0,0,,null,0,Hors enduit,
760,ouverture_mur_porteur,Création ouverture mur porteur + IPN,unite,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),1200,3800,0,0,,null,0,Largeur ≤3m,
554,cuvelage_sous_sol,Cuvelage sous-sol (étanchéité intérieure),m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),70,165,0,0,,null,0,Base,
547,dalle_beton_exterieure,Dalle béton armée extérieure,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,95,0,0,,null,0,Base,
749,dalle_beton_ep12,Dalle béton épaisseur 12 cm (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,50,115,0,0,,null,0,Hors terrassement,
952,dalle_beton_ext,Dalle béton extérieure,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),35,100,300,1200,,null,0,Dalle 10-15 cm armée treillis,
300,dalle_beton_interieur,Dalle béton intérieur,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),55,115,0,0,,null,0,null,
912,desamiantage_plaque,Désamiantage plaque amiantée,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),50,200,0,0,,null,0,Niveau 1,
496,travaux_etancheite_sous_sol,Étanchéité sous-sol,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),72,148,0,0,,null,0,null,
551,fondation_semelle_filante,Fondation semelle filante béton,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),180,520,0,0,,null,0,Béton + coffrage + armature,
756,fondations_semelle_filante,Fondations semelle filante béton,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),80,200,0,0,,null,0,Hors terrassement,
299,fondation_semelle,Fondations semelles filantes,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),104,216,0,0,,null,0,null,
555,injection_resine_fissure_beton,Injection résine réparation fissure béton,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),60,210,0,0,,null,0,Base,
917,maconnerie_scellement,Maçonnerie — scellements et raccords,h,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),45,95,0,0,,null,0,Base,
638,microtopping_sol_murs,Microtopping béton sol / murs,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),45,128,0,0,,null,0,Base,
748,mur_brique_20,Mur brique 20 cm monomur (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,80,170,0,0,,null,0,Base,
546,mur_brique_monomur,Mur brique monomur 30 cm (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,92,198,0,0,,null,0,Base,
545,mur_brique_pleine,Mur briques pleines (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,75,168,0,0,,null,0,Base,
550,mur_soutenement_beton,Mur de soutènement béton armé,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),250,680,0,0,,null,0,Selon hauteur,
747,mur_parpaing_20,Mur parpaing 20 cm (fourni+posé),m2,maconnerie_structure,fourniture_pose,false,—,auto,,55,115,0,0,,null,0,Base,
118,ouverture_non_porteur,Ouverture mur non porteur,forfait,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,1000,,null,0,null,
120,ouverture_porteur,Ouverture mur porteur,forfait,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,2000,9000,,null,0,null,
953,bordurette_pose,Pose bordurette / bordure béton,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),15,50,100,400,,null,0,Baguette béton ou granit scellée,
303,pose_ipn,Pose IPN/HEA (ouverture),forfait,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,1625,3375,,null,0,Étude structure,
108,maconnerie_rebouchage,Rebouchage / reprise maçonnerie,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),15,80,0,0,,null,0,null,
553,regard_beton_visite,Regard en béton préfabriqué,unité,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),300,900,0,0,,null,0,Base,
556,micropieux_reprise_oeuvre,Reprise en sous-œuvre micropieux,unité,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),600,2000,0,0,,null,0,Par micropieu,
653,sol_beton_poli,Sol béton poli (meulage + cire),m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),30,90,0,0,,null,0,Base,
726,etancheite_sdb,Système étanchéité salle de bains (SPEC),m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),15,45,0,0,,null,0,"Fourniture seule : membrane, primaire, bande. Weber, Schluter ou équivalent",
643,anti_humidite_produit_murs,Traitement anti-humidité produit injectés murs,m2,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),12,42,0,0,,null,0,Base,
225,traitement_humidite,Traitement humidité (localisé),forfait,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),0,0,250,2000,,null,0,Diagnostic conseillé,
413,traitement_humidite_injection,Traitement humidité par injection,ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),42,88,0,0,,null,0,Estimation,
804,traitement_pont_thermique,Traitement pont thermique (rupture de pont),ml,maconnerie_structure,fourniture_pose,false,—,auto,nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),25,70,0,0,,null,0,Base,
759,demolition_mur_parpaing,Démolition mur parpaing,m2,maconnerie_structure,fourniture_pose,false,—,conflit,conflit avec : demolition_depose | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),40,110,0,0,,null,0,Base,
557,demolition_mur_porteur_poutre,Dépose mur porteur + pose poutre IPN,forfait,maconnerie_structure,fourniture_pose,false,—,conflit,"conflit avec : demolition_depose, charpente_bois | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer)",0,0,3000,10500,,null,0,Hors travaux connexes,
416,reparation_fissure_facade,Réparation fissure façade,ml,maconnerie_structure,fourniture_pose,false,—,conflit,conflit avec : facade_ravalement | nature_prix=fourniture_pose par défaut (pas de marqueur explicite — à confirmer),26,54,0,0,,null,0,Estimation,
494,pose_baie_vitree_global,Baie vitrée (fourni+posé),unité,menuiserie_vitrages,fourniture_pose,false,—,auto,,1820,3380,0,0,,null,0,null,
