id,job_type,label,unit,price_min_unit_ht,price_avg_unit_ht,price_max_unit_ht,fixed_min_ht,fixed_avg_ht,fixed_max_ht,variability_ratio,confidence,sample_size,source,notes,room_specific,required_room,generic_family
758,demolition_cloison_pla,Démolition cloison plâtre,m2,15.00,25.00,40.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,demolition_cloison_pla
42,demolition_legere,Démolition légère (cloison/revêtement),m2,18.00,30.00,55.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,demolition_legere
759,demolition_mur_parpaing,Démolition mur parpaing,m2,40.00,70.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,demolition_mur_parpaing
35,cuisine_demontage,Démontage ancienne cuisine,forfait,0.00,0.00,0.00,250.00,600.00,1400.00,null,null,0,seed_manual,Hors évacuation,false,null,cuisine_demontage
44,depose_carrelage,Dépose carrelage,m2,10.00,20.00,40.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,depose_carrelage
521,depose_cloture,Dépose et évacuation clôture existante,ml,12.00,20.00,35.00,0.00,0.00,0.00,null,null,0,seed_manual,Démontage + chargement + évacuation en déchetterie,false,null,depose_cloture
45,depose_moquette,Dépose moquette,m2,3.00,7.00,15.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors évacuation,false,null,depose_moquette
557,demolition_mur_porteur_poutre,Dépose mur porteur + pose poutre IPN,forfait,0.00,0.00,0.00,3000.00,5500.00,10500.00,null,null,0,seed_manual,Hors travaux connexes,false,null,demolition_mur_porteur_poutre
46,depose_parquet,Dépose parquet,m2,6.00,10.00,20.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,depose_parquet
48,depose_radiateur,Dépose radiateur,unité,40.00,90.00,180.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,depose_radiateur
47,depose_pvc,Dépose sol PVC,m2,3.00,8.00,18.00,0.00,0.00,0.00,null,null,0,seed_manual,Colle variable,false,null,depose_pvc
912,desamiantage_plaque,Désamiantage plaque amiantée,m2,50.00,100.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Niveau 1,false,null,desamiantage_plaque
535,descente_ep_pvc,Descente eaux pluviales PVC (fourni+posé),ml,14.00,22.00,38.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,descente_ep_pvc
534,descente_ep_zinc,Descente eaux pluviales zinc (fourni+posé),ml,35.00,58.00,90.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,descente_ep_zinc
312,dessouchage,Dessouchage souche,unité,88.00,220.00,352.00,0.00,0.00,0.00,null,null,0,seed_manual,Selon diamètre,false,null,dessouchage
49,detartrage_cumulus,Détartrage chauffe-eau,forfait,0.00,0.00,0.00,120.00,260.00,520.00,null,null,0,seed_manual,Selon accès,false,null,detartrage_cumulus
902,detection_fuite_eau,Détection et réparation fuite eau,unite,200.00,400.00,800.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors refection,false,null,detection_fuite_eau
51,diagnostic,Diagnostic / devis approfondi,forfait,0.00,0.00,0.00,0.00,90.00,250.00,null,null,0,seed_manual,Base,false,null,diagnostic
52,diagnostic_amiante,Diagnostic amiante,unité,80.00,120.00,180.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_amiante
53,diagnostic_assainissement,Diagnostic assainissement non collectif,unité,100.00,160.00,260.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_assainissement
54,diagnostic_bruit_aerien,Diagnostic bruit (PEB),unité,90.00,140.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_bruit_aerien
55,diagnostic_dpe,Diagnostic de performance énergétique (DPE),unité,90.00,140.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_dpe
56,diagnostic_electricite,Diagnostic électricité,unité,90.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_electricite
59,diagnostic_gaz,Diagnostic gaz,unité,90.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_gaz
62,diagnostic_plomb,Diagnostic plomb (CREP),unité,90.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_plomb
63,diagnostic_termites,Diagnostic termites,unité,70.00,110.00,170.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_termites
64,diagnostic_termites_zone,Diagnostic termites (zone à risque),unité,80.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_termites_zone
829,domotique_prise_commandee,Domotique — prise commandée (fourni+posé),unite,60.00,110.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,domotique_prise_commandee
972,domotique_maison_complete,"Domotique maison complète (>4 pièces, multi-protocoles)",forfait,0.00,0.00,0.00,4500.00,8000.00,14000.00,null,null,0,seed_manual,Box principale + sous-stations. Hors gros œuvre.,false,null,domotique
971,domotique_studio_appartement,Domotique studio/appartement (1-3 pièces équipées),forfait,0.00,0.00,0.00,1500.00,2800.00,4500.00,null,null,0,seed_manual,Box + 5-10 équipements. Hors gros câblage.,false,null,domotique
66,doublage_placo,Doublage placo,m2,30.00,50.00,80.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,doublage_placo
148,placo_doublage_mur,Doublage placo + isolation,m2,45.00,70.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,placo_doublage_mur
794,isolation_iti_pla_ba13,Doublage plâtre BA13 sur isolation (fourni+posé),m2,35.00,55.00,85.00,0.00,0.00,0.00,null,null,0,seed_manual,Inclus montants,false,null,isolation_iti_pla_ba13
898,douche_à_l_italienne_receveur,Douche à l'italienne receveur (fourni+posé),unite,600.00,1200.00,2500.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors carrelage+paroi,false,null,douche_à_l_italienne_receveur
467,piscine_douche_exterieure,Douche extérieure (pose),forfait,0.00,0.00,0.00,248.00,450.00,652.00,null,null,0,seed_manual,null,true,"[""exterieur""]",piscine_douche
763,douche_italienne_complete,Douche italienne complète (receveur+carrelage+paroi),unite,1800.00,3200.00,5500.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors robinetterie,false,null,douche_italienne_complete
414,pose_drain_peripherique,Drain périphérique maison,ml,55.00,85.00,115.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_drain_peripherique
68,drainage,Drainage (tranchée),ml,35.00,80.00,130.00,0.00,0.00,0.00,null,null,0,seed_manual,Accès/terrain,false,null,drainage
680,drainage_francais_jardin,Drainage français jardin,ml,28.00,52.00,88.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""exterieur""]",drainage_francais
552,drainage_pied_mur,Drainage périphérique pied de mur,ml,40.00,68.00,105.00,0.00,0.00,0.00,null,null,0,seed_manual,Tuyau drainant + géotextile,false,null,drainage_pied_mur
543,echafaudage_facade,Échafaudage façade (location + montage),m2,5.00,9.00,16.00,0.00,0.00,0.00,null,null,0,seed_manual,Surface façade,false,null,echafaudage_facade
914,echafaudage_location,Échafaudage location + montage/démontage,m2,15.00,28.00,45.00,0.00,0.00,0.00,null,null,0,seed_manual,Par m² de façade,false,null,echafaudage_location
294,eclairage_exterieur,Éclairage extérieur (point),unité,72.00,120.00,168.00,0.00,0.00,0.00,null,null,0,seed_manual,null,true,"[""exterieur""]",eclairage
676,eclairage_jardin_basse_tension,Éclairage jardin basse tension (hors fourniture),unité,100.00,190.00,340.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""exterieur""]",eclairage
825,eclairage_led_encastré,Éclairage LED encastré plafond (fourni+posé),unite,80.00,140.00,220.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,eclairage_led_encastré
461,piscine_eclairage_led,Éclairage piscine LED (pose),unité,132.00,220.00,308.00,0.00,0.00,0.00,null,null,0,seed_manual,Par projecteur,false,null,piscine_eclairage_led
746,ecran_sous_toiture,Écran de sous-toiture HPV (fourni+posé),m2,6.00,10.00,16.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,ecran_sous_toiture
801,ecran_de_sous_toiture_hpv,Écran HPV sous-toiture (fourni+posé),m2,5.00,9.00,14.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,ecran_de_sous_toiture_hpv
70,elagage,Élagage (petit),forfait,0.00,0.00,0.00,180.00,450.00,1200.00,null,null,0,seed_manual,Selon hauteur,false,null,elagage
71,electricien,Électricien taux horaire,heure,35.00,65.00,95.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,electricien
249,electrolyseur_piscine,Électrolyseur piscine (pose),forfait,0.00,0.00,0.00,540.00,900.00,1260.00,null,null,0,seed_manual,Hors cellule selon gamme,false,null,electrolyseur_piscine
480,cuisine_equipement_electro,Électroménager cuisine (pose),forfait,0.00,0.00,0.00,150.00,250.00,350.00,null,null,0,seed_manual,null,false,null,cuisine_equipement_electro
968,elevateur_pmr_plateforme,Élévateur PMR plateforme verticale (2-3 niveaux),forfait,0.00,0.00,0.00,8000.00,12000.00,18000.00,null,null,0,seed_manual,Hors travaux gros œuvre cage. CITE/MaPrimeRénov Adapt.,false,null,null
74,enduit_lissage,Enduit / lissage,m2,15.00,25.00,45.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_lissage
635,enduit_chaux_interieur,Enduit chaux intérieur (tadelakt/stucolustro),m2,28.00,46.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_chaux_interieur
862,enduit_de_lissage_plafond,Enduit de lissage plafond (fourni+posé),m2,12.00,22.00,35.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_de_lissage_plafond
636,enduit_decoratif_texture,Enduit décoratif texturé (stuc/relief),m2,35.00,62.00,105.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_decoratif_texture
301,enduit_facade,Enduit façade,m2,36.00,55.00,74.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,enduit_facade
750,enduit_facade_gratté,Enduit façade grattée (fourni+posé),m2,30.00,50.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_facade_gratté
548,enduit_facade_monocouche,Enduit façade monocouche (fourni+posé),m2,28.00,46.00,68.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_facade_monocouche
751,enduit_facade_taloché,Enduit façade talochée (fourni+posé),m2,25.00,40.00,60.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,enduit_facade_taloché
503,pose_enduit_finition,Enduit finition (MO),m2,14.00,22.00,30.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,pose_enduit_finition
394,pose_enrobe_couche,Enrobé (couche) — pose,m2,29.00,45.00,61.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_enrobe_couche
946,enrobe_froid_reparation,Enrobé à froid — réparation localisée,m2,35.00,60.00,100.00,50.00,150.00,300.00,null,null,0,seed_manual,Correction nids-de-poule / dégradations ponctuelles,false,null,enrobe_froid_reparation
109,maintenance_clim,Entretien climatisation,forfait,0.00,0.00,0.00,90.00,180.00,320.00,null,null,0,seed_manual,1 à 2 unités,false,null,maintenance_clim
110,maintenance_pac,Entretien pompe à chaleur,forfait,0.00,0.00,0.00,140.00,260.00,450.00,null,null,0,seed_manual,Contrat possible,false,null,maintenance_pac
617,equilibrage_chauffage,Équilibrage réseau de chauffage,forfait,0.00,0.00,0.00,200.00,420.00,750.00,null,null,0,seed_manual,Base,false,null,equilibrage_chauffage
57,diagnostic_erp,ERP / ESRIS,unité,20.00,35.00,60.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_erp
890,escalier_beton_coffré,Escalier béton coffré (fourni+posé),unite,3000.00,6000.00,12000.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors finition,false,null,escalier_beton_coffré
888,escalier_bois_quart_tournant,Escalier bois quart tournant (fourni+posé),unite,4000.00,7500.00,14000.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors pose garde-corps,false,null,escalier_bois_quart_tournant
681,escalier_exterieur_beton,Escalier extérieur béton (sur mesure),forfait,0.00,0.00,0.00,1500.00,3200.00,6500.00,null,null,0,seed_manual,Base,true,"[""exterieur""]",escalier
695,escalier_helicoidal_metal,Escalier hélicoïdal métal (fourni+posé),forfait,0.00,0.00,0.00,3000.00,5800.00,11000.00,null,null,0,seed_manual,Base,false,null,escalier_helicoidal_metal
889,escalier_metal_design,Escalier métal design (fourni+posé),unite,5000.00,10000.00,20000.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,escalier_metal_design
496,travaux_etancheite_sous_sol,Étanchéité sous-sol,m2,72.00,110.00,148.00,0.00,0.00,0.00,null,null,0,seed_manual,null,true,"[""cave""]",travaux_etancheite
415,pose_etancheite_terrasse,Étanchéité terrasse,m2,49.00,75.00,101.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,true,"[""exterieur""]",pose_etancheite
530,etancheite_toiture_plate_bicouche,Étanchéité toiture plate bicouche bitume,m2,45.00,72.00,105.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,etancheite_toiture_plate_bicouche
734,etancheite_toiture_plate_pvc,Étanchéité toiture plate membrane PVC/TPO,m2,55.00,85.00,125.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,etancheite_toiture_plate_pvc
58,diagnostic_etat_parasitaire,État parasitaire complet,unité,120.00,180.00,280.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,diagnostic_etat_parasitaire
962,anc_etude_sol_pedologique,Étude de sol pédologique / étude filière ANC,forfait,0.00,0.00,0.00,500.00,900.00,1500.00,null,null,0,seed_manual,Obligatoire avant pose. SPANC consultatif.,false,null,null
77,etude_thermique,Étude thermique RE2020,forfait,0.00,0.00,0.00,400.00,700.00,1200.00,null,null,0,seed_manual,RGE,false,null,etude_thermique
512,evacuation_dechets_menuiserie,Évacuation déchets menuiseries,forfait,0.00,0.00,0.00,80.00,150.00,250.00,null,null,0,seed_manual,Dépose et traitement anciennes menuiseries,false,null,evacuation_dechets_menuiserie
79,evacuation_gravats,Evacuation gravats,m3,25.00,50.00,120.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,evacuation_gravats
246,evacuation_terre_piscine,Évacuation terres (piscine),m3,14.00,35.00,56.00,0.00,0.00,0.00,null,null,0,seed_manual,Selon distance,false,null,evacuation_terre_piscine
785,evier_granit_pose,Évier granit (fourni+posé),unite,300.00,550.00,950.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,evier_granit_pose
723,expertise_batiment_facade,Expertise bâtiment / façade,forfait,0.00,0.00,0.00,200.00,420.00,850.00,null,null,0,seed_manual,Base,false,null,expertise_batiment_facade
716,extension_maconnerie_trad,Extension maçonnerie traditionnelle,m2,1000.00,1900.00,2900.00,0.00,0.00,0.00,null,null,0,seed_manual,Surface créée,false,null,extension_maconnerie_trad
715,extension_ossature_bois,Extension ossature bois,m2,1200.00,2100.00,3400.00,0.00,0.00,0.00,null,null,0,seed_manual,Surface créée,false,null,extension_ossature_bois
292,tableau_elec_extension,Extension tableau (modules),mod,30.00,55.00,80.00,0.00,0.00,0.00,null,null,0,seed_manual,Par module,false,null,tableau_elec_extension
768,faience_salle_de_bain,Faïence salle de bain (fourni+posé),m2,45.00,75.00,120.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""sdb""]",faience
481,pose_faience_sdb_20m2,Faïence SDB 20m² (MO),forfait,0.00,0.00,0.00,845.00,1300.00,1755.00,null,null,0,seed_manual,null,true,"[""sdb""]",pose_faience
482,pose_faience_sdb_30m2,Faïence SDB 30m² (MO),forfait,0.00,0.00,0.00,1268.00,1950.00,2632.00,null,null,0,seed_manual,null,true,"[""sdb""]",pose_faience
735,faitage_tuile,Faîtage tuile (fourni+posé),ml,25.00,40.00,60.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,faitage_tuile
82,faux_plafond,Faux plafond,m2,40.00,65.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,faux_plafond
364,pose_faux_plafond_dalle_chantier_difficile,Faux plafond dalles 60x60 (chantier difficile),m2,46.00,72.00,97.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_faux_plafond_dalle_chantier_difficile
362,pose_faux_plafond_dalle_complexe,Faux plafond dalles 60x60 (complexe),m2,45.00,69.00,93.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_faux_plafond_dalle_complexe
361,pose_faux_plafond_dalle_standard,Faux plafond dalles 60x60 (standard),m2,36.00,55.00,74.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_faux_plafond_dalle_standard
363,pose_faux_plafond_dalle_urgence,Faux plafond dalles 60x60 (urgence),m2,48.00,74.00,100.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_faux_plafond_dalle_urgence
859,faux_plafond_ba13,Faux plafond plâtre BA13 (fourni+posé),m2,35.00,58.00,88.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,faux_plafond_ba13
277,pose_fenetre_aluminium_fourniture_pose,Fenêtre alu fourni+posé,unité,805.00,1150.00,1495.00,0.00,0.00,0.00,null,null,0,seed_manual,Standard,false,null,pose_fenetre_aluminium_fourniture_pose
657,fenetre_alu_fourniture_pose,Fenêtre aluminium double vitrage (fourni+posé),unité,500.00,880.00,1400.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,fenetre_alu_fourniture_pose
656,fenetre_pvc_fourniture_pose,Fenêtre PVC double vitrage (fourni+posé),unité,400.00,660.00,1050.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,fenetre_pvc_fourniture_pose
276,pose_fenetre_pvc_fourniture_pose,Fenêtre PVC fourni+posé,unité,595.00,850.00,1105.00,0.00,0.00,0.00,null,null,0,seed_manual,Standard,false,null,pose_fenetre_pvc_fourniture_pose
961,anc_epandage_souterrain,Filière épandage souterrain traditionnel,forfait,0.00,0.00,0.00,5000.00,7500.00,10000.00,null,null,0,seed_manual,Tranchées 0.6-0.8m. Hors terrassement gros volume.,false,null,anc_filiere
958,anc_filtre_a_sable_drainee,Filière filtre à sable vertical drainé,forfait,0.00,0.00,0.00,6500.00,10000.00,14000.00,null,null,0,seed_manual,Hors terrassement et raccords,false,null,anc_filiere
959,anc_filtre_plante_phytoepuration,Filière filtre planté / phytoépuration,forfait,0.00,0.00,0.00,8000.00,12000.00,16000.00,null,null,0,seed_manual,Agrément ministériel requis. Hors terrassement.,false,null,anc_filiere
960,anc_tertre_infiltration,Filière tertre d'infiltration (sol imperméable),forfait,0.00,0.00,0.00,9000.00,13000.00,18000.00,null,null,0,seed_manual,Indiqué si sol non infiltrant. Hors terrassement.,false,null,anc_filiere
463,piscine_filtration,Filtration piscine (pose),forfait,0.00,0.00,0.00,390.00,650.00,910.00,null,null,0,seed_manual,Hors matériel,false,null,piscine_filtration
900,filtre_eau_potable,Filtre eau potable sous évier (fourni+posé),unite,250.00,500.00,950.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,filtre_eau_potable
805,flocage_anti_incendie,Flocage anti-incendie (protection poutres),m2,25.00,45.00,70.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,flocage_anti_incendie
551,fondation_semelle_filante,Fondation semelle filante béton,ml,180.00,310.00,520.00,0.00,0.00,0.00,null,null,0,seed_manual,Béton + coffrage + armature,false,null,fondation_semelle_filante
756,fondations_semelle_filante,Fondations semelle filante béton,ml,80.00,130.00,200.00,0.00,0.00,0.00,null,null,0,seed_manual,Hors terrassement,false,null,fondations_semelle_filante
299,fondation_semelle,Fondations semelles filantes,ml,104.00,160.00,216.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,fondation_semelle
282,assainissement_fosse_septique,Fosse septique (pose),forfait,0.00,0.00,0.00,6300.00,9000.00,11700.00,null,null,0,seed_manual,Selon terrain,false,null,assainissement_fosse_septique
43,deplacement,Frais de déplacement,forfait,0.00,0.00,0.00,40.00,70.00,120.00,null,null,0,seed_manual,Base,false,null,deplacement
495,pose_garde_corps_global,Garde-corps (fourni+posé),ml,224.00,320.00,416.00,0.00,0.00,0.00,null,null,0,seed_manual,null,false,null,pose_garde_corps_global
690,garde_corps_inox,Garde-corps inox (fourni+posé),ml,250.00,430.00,700.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,garde_corps_inox
402,pose_garde_corps_inox,Garde-corps inox (MO),ml,117.00,180.00,243.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_garde_corps_inox
401,pose_garde_corps_verre,Garde-corps verre (MO),ml,143.00,220.00,297.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_garde_corps_verre
691,garde_corps_verre,Garde-corps verre feuilleté (fourni+posé),ml,350.00,600.00,980.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,garde_corps_verre
875,gazon_synthétique,Gazon synthétique (fourni+posé),m2,25.00,45.00,75.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,gazon_synthétique
533,gouttiere_pvc_pose,Gouttière PVC (fourni+posé),ml,18.00,28.00,48.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,gouttiere_pvc_pose
532,gouttiere_zinc_demi_ronde,Gouttière zinc demi-ronde (fourni+posé),ml,35.00,55.00,90.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,gouttiere_zinc_demi_ronde
951,stabilise_grave,Grave stabilisée / gravier compacté,m2,15.00,28.00,50.00,150.00,300.00,600.00,null,null,0,seed_manual,Allée graviers — économique,false,null,stabilise_grave
395,pose_gravier_stabilise,Gravier stabilisé (pose),m2,23.00,35.00,47.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,false,null,pose_gravier_stabilise
920,grille_entree_air,Grille d'entrée d'air auto-réglable (menuiserie existante),unité,14.00,25.00,45.00,0.00,0.00,0.00,null,null,0,seed_manual,"Grille auto-réglable hygrométrique ou débit constant, fournie et posée sur châssis existant",true,"[""entree""]",grille
903,groupe_securite_chauffe_eau,Groupe de sécurité chauffe-eau (fourni+posé),unite,80.00,150.00,280.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,groupe_securite_chauffe_eau
76,escalier_habillage,Habillage escalier (strat/parquet),forfait,0.00,0.00,0.00,700.00,1500.00,3500.00,null,null,0,seed_manual,Selon marches,false,null,escalier_habillage
885,habillage_escalier_bois,Habillage escalier bois (fourni+posé),unite,2000.00,4000.00,7500.00,0.00,0.00,0.00,null,null,0,seed_manual,Marches seules,false,null,habillage_escalier_bois
692,habillage_marche_escalier,Habillage marche escalier bois (hors fourniture),marche,80.00,165.00,295.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,habillage_marche_escalier
505,piscine_hivernage,Hivernage piscine,forfait,0.00,0.00,0.00,132.00,220.00,308.00,null,null,0,seed_manual,null,false,null,piscine_hivernage
654,vitrification_parquet_seule,Huilage / vitrification parquet seule (sans ponçage),m2,8.00,15.00,28.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,vitrification_parquet_seule
555,injection_resine_fissure_beton,Injection résine réparation fissure béton,ml,60.00,115.00,210.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,injection_resine_fissure_beton
517,insert_cheminee_fourniture_pose,Insert à bois / poêle (fourniture + tubage + pose),forfait,0.00,0.00,0.00,2000.00,4500.00,8500.00,null,null,0,seed_manual,Base,false,null,insert_cheminee_fourniture_pose
476,chauffage_insert,Insert cheminée (pose),forfait,0.00,0.00,0.00,780.00,1200.00,1620.00,null,null,0,seed_manual,Hors insert,false,null,chauffage_insert
624,installation_elec_t2,Installation électrique complète T2,forfait,0.00,0.00,0.00,3000.00,5200.00,9000.00,null,null,0,seed_manual,Base,false,null,installation_elec_t2
625,installation_elec_t3,Installation électrique complète T3,forfait,0.00,0.00,0.00,4500.00,7200.00,13000.00,null,null,0,seed_manual,Base,false,null,installation_elec_t3
626,installation_elec_t4_t5,Installation électrique complète T4/T5,forfait,0.00,0.00,0.00,6000.00,10000.00,17000.00,null,null,0,seed_manual,Base,false,null,installation_elec_t4_t5
702,fosse_septique_installation,Installation fosse septique toutes eaux,forfait,0.00,0.00,0.00,4000.00,7500.00,13000.00,null,null,0,seed_manual,Hors terrassement,false,null,fosse_septique_installation
833,installation_interphone,Installation interphone / visiophone (fourni+posé),unite,300.00,600.00,1200.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,installation_interphone
90,installation_lave_mains,Installation lave-mains,unité,120.00,260.00,520.00,0.00,0.00,0.00,null,null,0,seed_manual,WC,false,null,installation_lave_mains
828,photovoltaique_installation,Installation panneaux photovoltaïques,kwc,1400.00,2200.00,3500.00,0.00,0.00,0.00,null,null,0,seed_manual,Clé en main résidentiel,false,null,photovoltaique_installation
280,installation_pompe_relevage,Installation pompe de relevage,forfait,0.00,0.00,0.00,552.00,850.00,1148.00,null,null,0,seed_manual,Hors matériel,false,null,installation_pompe_relevage
630,bande_led_installation,Installation ruban LED encastré (hors fourniture),ml,12.00,22.00,42.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,bande_led_installation
229,vmc_hygro,Installation VMC hygroréglable,forfait,0.00,0.00,0.00,750.00,1150.00,1800.00,null,null,0,seed_manual,Réseau variable,false,null,vmc_hygro
372,pose_cuisine_electromenager_chantier_difficile,Intégration électroménager (MO) (chantier difficile),forfait,0.00,0.00,0.00,273.00,455.00,637.00,null,null,0,seed_manual,Estimation,true,"[""cuisine""]",pose
370,pose_cuisine_electromenager_complexe,Intégration électroménager (MO) (complexe),forfait,0.00,0.00,0.00,262.00,438.00,612.00,null,null,0,seed_manual,Estimation,true,"[""cuisine""]",pose
369,pose_cuisine_electromenager_standard,Intégration électroménager (MO) (standard),forfait,0.00,0.00,0.00,210.00,350.00,490.00,null,null,0,seed_manual,Estimation,true,"[""cuisine""]",pose
371,pose_cuisine_electromenager_urgence,Intégration électroménager (MO) (urgence),forfait,0.00,0.00,0.00,284.00,473.00,662.00,null,null,0,seed_manual,Estimation,true,"[""cuisine""]",pose
826,interrupteur_variateur_pose,Interrupteur / variateur (fourni+posé),unite,40.00,70.00,110.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,false,null,interrupteur_variateur_pose
802,isolation_acoustique_cloison,Isolation acoustique entre pièces,m2,40.00,65.00,95.00,0.00,0.00,0.00,null,null,0,seed_manual,Rw≥50 dB,false,null,isolation_acoustique_cloison
412,pose_isolation_cave,Isolation cave,m2,32.00,50.00,68.00,0.00,0.00,0.00,null,null,0,seed_manual,Estimation,true,"[""cave""]",pose_isolation
96,isolation_combles_perdus,Isolation combles perdus,m2,18.00,28.00,45.00,0.00,0.00,0.00,null,null,0,seed_manual,Base,true,"[""combles""]",isolation
740,isolation_combles_perdus_souffle,Isolation combles perdus soufflage laine minérale,m2,15.00,25.00,40.00,0.00,0.00,0.00,null,null,0,seed_manual,R≥7 m².K/W,true,"[""combles""]",isolation
493,isolation_combles_rouleaux,Isolation combles rouleaux (MO),m2,18.00,28.00,38.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,true,"[""combles""]",isolation
798,isolation_laine_cellulose_soufflée,Isolation laine cellulose soufflée combles,m2,18.00,28.00,42.00,0.00,0.00,0.00,null,null,0,seed_manual,R≥7,false,null,isolation_laine_cellulose_soufflée
591,laine_de_bois_combles,Isolation laine de bois combles,m2,30.00,52.00,80.00,0.00,0.00,0.00,null,null,0,seed_manual,RGE,true,"[""combles""]",laine_de_bois
